timestamp,speed,rpm,coolant_temp,fuel_level,latitude,longitude
2025-03-22T22:19:03.610350,,,,,,
2025-03-22T22:19:03.608546,,,,,,
2025-03-22T22:19:04.028471,,,,,,
2025-03-22T22:19:04.028711,,,,,,
2025-03-22T22:19:08.616162,,,,,,
2025-03-22T22:19:08.617633,,,,,,
2025-03-22T22:19:09.033730,,,,,,
2025-03-22T22:19:09.034226,,,,,,
2025-03-22T22:19:13.621180,,,,,,
2025-03-22T22:19:13.623182,,,,,,
2025-03-22T22:19:14.035219,,,,,,
2025-03-22T22:19:14.036931,,,,,,
2025-03-22T22:19:18.623961,,,,,,
2025-03-22T22:19:18.629323,,,,,,
2025-03-22T22:19:19.040514,,,,,,
2025-03-22T22:19:19.041754,,,,,,
2025-03-22T22:19:23.635820,,,,,,
2025-03-22T22:19:23.635437,,,,,,
2025-03-22T22:19:24.041740,,,,,,
2025-03-22T22:19:24.043711,,,,,,
2025-03-22T22:19:28.638899,,,,,,
2025-03-22T22:19:28.637608,,,,,,
2025-03-22T22:19:29.047693,,,,,,
2025-03-22T22:19:29.049687,,,,,,
2025-03-22T22:19:33.649638,,,,,,
2025-03-22T22:19:33.650154,,,,,,
2025-03-22T22:19:34.054527,,,,,,
2025-03-22T22:19:34.055264,,,,,,
2025-03-22T22:19:38.650943,,,,,,
2025-03-22T22:19:38.656246,,,,,,
2025-03-22T22:19:39.056374,,,,,,
2025-03-22T22:19:39.060547,,,,,,
2025-03-22T22:19:43.658793,,,,,,
2025-03-22T22:19:43.662770,,,,,,
2025-03-22T22:19:44.057657,,,,,,
2025-03-22T22:19:44.065064,,,,,,
2025-03-22T22:19:48.666306,,,,,,
2025-03-22T22:19:48.667497,,,,,,
2025-03-22T22:19:49.064856,,,,,,
2025-03-22T22:19:49.072434,,,,,,
2025-03-22T22:19:53.675091,,,,,,
2025-03-22T22:19:53.676068,,,,,,
2025-03-22T22:19:54.071778,,,,,,
2025-03-22T22:19:54.076710,,,,,,
2025-03-22T22:19:58.680420,,,,,,
2025-03-22T22:19:58.682658,,,,,,
2025-03-22T22:19:59.073071,,,,,,
2025-03-22T22:19:59.082488,,,,,,
2025-03-22T22:20:03.685828,,,,,,
2025-03-22T22:20:03.689473,,,,,,
2025-03-22T22:20:04.079256,,,,,,
2025-03-22T22:20:04.086603,,,,,,
2025-03-22T22:20:08.694918,,,,,,
2025-03-22T22:20:08.694023,,,,,,
2025-03-22T22:20:09.086237,,,,,,
2025-03-22T22:20:09.093363,,,,,,
2025-03-22T22:20:13.701288,,,,,,
2025-03-22T22:20:13.701055,,,,,,
2025-03-22T22:20:14.104562,,,,,,
2025-03-22T22:20:14.103342,,,,,,
2025-03-22T22:20:18.704937,,,,,,
2025-03-22T22:20:18.706169,,,,,,
2025-03-22T22:20:19.110698,,,,,,
2025-03-22T22:20:19.110496,,,,,,
2025-03-22T22:20:23.711879,,,,,,
2025-03-22T22:20:23.711652,,,,,,
2025-03-22T22:20:24.117160,,,,,,
2025-03-22T22:20:24.116305,,,,,,
2025-03-22T22:20:28.717327,,,,,,
2025-03-22T22:20:28.719180,,,,,,
2025-03-22T22:20:29.119217,,,,,,
2025-03-22T22:20:29.123182,,,,,,
2025-03-22T22:20:33.723233,,,,,,
2025-03-22T22:20:33.727435,,,,,,
2025-03-22T22:20:34.121777,,,,,,
2025-03-22T22:20:34.128409,,,,,,
2025-03-22T22:20:38.728009,,,,,,
2025-03-22T22:20:38.733922,,,,,,
2025-03-22T22:20:39.124783,,,,,,
2025-03-22T22:20:39.130298,,,,,,
2025-03-22T22:20:43.733055,,,,,,
2025-03-22T22:20:43.739353,,,,,,
2025-03-22T22:20:44.130923,,,,,,
2025-03-22T22:20:44.134660,,,,,,
2025-03-22T22:20:48.739895,,,,,,
2025-03-22T22:20:48.742999,,,,,,
2025-03-22T22:20:49.135754,,,,,,
2025-03-22T22:20:49.141229,,,,,,
2025-03-22T22:20:53.747180,,,,,,
2025-03-22T22:20:53.754629,,,,,,
2025-03-22T22:20:54.140691,,,,,,
2025-03-22T22:20:54.144719,,,,,,
2025-03-22T22:20:58.762765,,,,,,
2025-03-22T22:20:58.762111,,,,,,
2025-03-22T22:20:59.142599,,,,,,
2025-03-22T22:20:59.149295,,,,,,
2025-03-22T22:21:03.768916,,,,,,
2025-03-22T22:21:03.768694,,,,,,
2025-03-22T22:21:04.152708,,,,,,
2025-03-22T22:21:04.155315,,,,,,
2025-03-22T22:21:08.774189,,,,,,
2025-03-22T22:21:08.775934,,,,,,
2025-03-22T22:21:09.160083,,,,,,
2025-03-22T22:21:09.161260,,,,,,
2025-03-22T22:22:03.355834,,,,,,
2025-03-22T22:22:03.357568,,,,,,
2025-03-22T22:22:04.085362,,,,,,
2025-03-22T22:22:04.085629,,,,,,
2025-03-22T22:22:08.360239,,,,,,
2025-03-22T22:22:08.363351,,,,,,
2025-03-22T22:22:09.088045,,,,,,
2025-03-22T22:22:09.094413,,,,,,
2025-03-22T22:22:13.373849,,,,,,
2025-03-22T22:22:13.372857,,,,,,
2025-03-22T22:22:14.094708,,,,,,
2025-03-22T22:22:14.097235,,,,,,
2025-03-22T22:22:18.383321,,,,,,
2025-03-22T22:22:18.383213,,,,,,
2025-03-22T22:22:19.100303,,,,,,
2025-03-22T22:22:19.100359,,,,,,
2025-03-22T22:22:23.390811,,,,,,
2025-03-22T22:22:23.392634,,,,,,
2025-03-22T22:22:24.102127,,,,,,
2025-03-22T22:22:24.104643,,,,,,
2025-03-22T22:22:28.393493,,,,,,
2025-03-22T22:22:28.395785,,,,,,
2025-03-22T22:22:29.108075,,,,,,
2025-03-22T22:22:29.110022,,,,,,
2025-03-22T22:22:33.397693,,,,,,
2025-03-22T22:22:33.400992,,,,,,
2025-03-22T22:22:34.114075,,,,,,
2025-03-22T22:22:34.115452,,,,,,
2025-03-22T22:22:38.401437,,,,,,
2025-03-22T22:22:38.403356,,,,,,
2025-03-22T22:22:39.120789,,,,,,
2025-03-22T22:22:39.120883,,,,,,
2025-03-22T22:22:43.409113,,,,,,
2025-03-22T22:22:43.409823,,,,,,
2025-03-22T22:22:44.122001,,,,,,
2025-03-22T22:22:44.128749,,,,,,
2025-03-22T22:22:48.416695,,,,,,
2025-03-22T22:22:48.421270,,,,,,
2025-03-22T22:22:49.128572,,,,,,
2025-03-22T22:22:49.133614,,,,,,
2025-03-22T22:22:53.423274,,,,,,
2025-03-22T22:22:53.425528,,,,,,
2025-03-22T22:22:54.134772,,,,,,
2025-03-22T22:22:54.135740,,,,,,
2025-03-22T22:22:58.427601,,,,,,
2025-03-22T22:22:58.437468,,,,,,
2025-03-22T22:22:59.139650,,,,,,
2025-03-22T22:22:59.139800,,,,,,
2025-03-22T22:23:03.442028,,,,,,
2025-03-22T22:23:03.444214,,,,,,
2025-03-22T22:23:04.143278,,,,,,
2025-03-22T22:23:04.144458,,,,,,
2025-03-22T22:23:08.444412,,,,,,
2025-03-22T22:23:08.449716,,,,,,
2025-03-22T22:23:09.149438,,,,,,
2025-03-22T22:23:09.150189,,,,,,
2025-03-22T22:23:13.451749,,,,,,
2025-03-22T22:23:13.455304,,,,,,
2025-03-22T22:23:14.152196,,,,,,
2025-03-22T22:23:14.152626,,,,,,
2025-03-22T22:23:18.454270,,,,,,
2025-03-22T22:23:18.458172,,,,,,
2025-03-22T22:23:19.160558,,,,,,
2025-03-22T22:23:19.162732,,,,,,
2025-03-22T22:23:23.482046,,,,,,
2025-03-22T22:23:23.498085,,,,,,
2025-03-22T22:23:24.191506,,,,,,
2025-03-22T22:23:24.187712,,,,,,
2025-03-22T22:23:28.520903,,,,,,
2025-03-22T22:23:28.524619,,,,,,
2025-03-22T22:23:29.194313,,,,,,
2025-03-22T22:23:29.250952,,,,,,
2025-03-22T22:23:33.527055,,,,,,
2025-03-22T22:23:33.526624,,,,,,
2025-03-22T22:23:34.199858,,,,,,
2025-03-22T22:23:34.257150,,,,,,
2025-03-22T22:23:38.529221,,,,,,
2025-03-22T22:23:38.532483,,,,,,
2025-03-22T22:23:39.206064,,,,,,
2025-03-22T22:23:39.263756,,,,,,
2025-03-22T22:23:43.535758,,,,,,
2025-03-22T22:23:43.535977,,,,,,
2025-03-22T22:23:44.209525,,,,,,
2025-03-22T22:23:44.268540,,,,,,
2025-03-22T22:23:48.542364,,,,,,
2025-03-22T22:23:48.542252,,,,,,
2025-03-22T22:23:49.215643,,,,,,
2025-03-22T22:23:49.275843,,,,,,
2025-03-22T22:23:53.545717,,,,,,
2025-03-22T22:23:53.548296,,,,,,
2025-03-22T22:23:54.219460,,,,,,
2025-03-22T22:23:54.281270,,,,,,
2025-03-22T22:23:58.552733,,,,,,
2025-03-22T22:23:58.554842,,,,,,
2025-03-22T22:23:59.225725,,,,,,
2025-03-22T22:23:59.285268,,,,,,
2025-03-22T22:24:03.559657,,,,,,
2025-03-22T22:24:03.559399,,,,,,
2025-03-22T22:24:04.227470,,,,,,
2025-03-22T22:24:04.290930,,,,,,
2025-03-22T22:24:08.562325,,,,,,
2025-03-22T22:24:08.568149,,,,,,
2025-03-22T22:24:09.233563,,,,,,
2025-03-22T22:24:09.293029,,,,,,
2025-03-22T22:24:13.573099,,,,,,
2025-03-22T22:24:13.574337,,,,,,
2025-03-22T22:24:14.237774,,,,,,
2025-03-22T22:24:14.296348,,,,,,
2025-03-22T22:24:18.575122,,,,,,
2025-03-22T22:24:18.576749,,,,,,
2025-03-22T22:24:19.242668,,,,,,
2025-03-22T22:24:19.302502,,,,,,
2025-03-22T22:24:23.578187,,,,,,
2025-03-22T22:24:23.577196,,,,,,
2025-03-22T22:24:24.248856,,,,,,
2025-03-22T22:24:24.303645,,,,,,
2025-03-22T22:24:28.587213,,,,,,
2025-03-22T22:24:28.588276,,,,,,
2025-03-22T22:24:29.254321,,,,,,
2025-03-22T22:24:29.305077,,,,,,
2025-03-22T22:24:33.589800,,,,,,
2025-03-22T22:24:33.589988,,,,,,
2025-03-22T22:24:34.264502,,,,,,
2025-03-22T22:24:34.328834,,,,,,
2025-03-22T22:24:38.595033,,,,,,
2025-03-22T22:24:38.596620,,,,,,
2025-03-22T22:27:45.465336,,,,,,
2025-03-22T22:27:45.481819,,,,,,
2025-03-22T22:27:46.154192,,,,,,
2025-03-22T22:27:46.154667,,,,,,
2025-03-22T22:27:50.480769,,,,,,
2025-03-22T22:27:50.485696,,,,,,
2025-03-22T22:27:51.158066,,,,,,
2025-03-22T22:27:51.159987,,,,,,
2025-03-22T22:27:55.482737,,,,,,
2025-03-22T22:27:55.490167,,,,,,
2025-03-22T22:27:56.164226,,,,,,
2025-03-22T22:27:56.163719,,,,,,
2025-03-22T22:28:00.486146,,,,,,
2025-03-22T22:28:00.496024,,,,,,
2025-03-22T22:28:01.169963,,,,,,
2025-03-22T22:28:01.170487,,,,,,
2025-03-22T22:31:57.927384,,,,,,
2025-03-22T22:31:57.930907,,,,,,
2025-03-22T22:32:02.934559,,,,,,
2025-03-22T22:32:02.936205,,,,,,
2025-03-22T22:32:07.940990,,,,,,
2025-03-22T22:32:07.941659,,,,,,
2025-03-22T22:32:10.241001,,,,,,
2025-03-22T22:32:10.233158,,,,,,
2025-03-22T22:32:10.643789,,,,,,
2025-03-22T22:32:10.644387,,,,,,
2025-03-22T22:32:15.242581,,,,,,
2025-03-22T22:32:15.244609,,,,,,
2025-03-22T22:32:15.648714,,,,,,
2025-03-22T22:32:15.650483,,,,,,
2025-03-22T22:32:20.243988,,,,,,
2025-03-22T22:32:20.249896,,,,,,
2025-03-22T22:32:25.249622,,,,,,
2025-03-22T22:32:25.255111,,,,,,
2025-03-22T22:32:30.255505,,,,,,
2025-03-22T22:32:30.260650,,,,,,
2025-03-22T22:32:35.272517,,,,,,
2025-03-22T22:32:35.272730,,,,,,
2025-03-22T22:32:40.279046,,,,,,
2025-03-22T22:32:40.278864,,,,,,
2025-03-22T22:32:45.284029,,,,,,
2025-03-22T22:32:45.285407,,,,,,
2025-03-22T22:32:50.291180,,,,,,
2025-03-22T22:32:50.290929,,,,,,
2025-03-22T22:32:55.297627,,,,,,
2025-03-22T22:32:55.297068,,,,,,
2025-03-22T22:33:00.303136,,,,,,
2025-03-22T22:33:00.303085,,,,,,
2025-03-22T22:33:05.309310,,,,,,
2025-03-22T22:33:05.309710,,,,,,
2025-03-22T22:33:10.314872,,,,,,
2025-03-22T22:33:10.314830,,,,,,
2025-03-22T22:33:15.321206,,,,,,
2025-03-22T22:33:15.321518,,,,,,
2025-03-22T22:33:20.326665,,,,,,
2025-03-22T22:33:20.326573,,,,,,
2025-03-22T22:33:25.329408,,,,,,
2025-03-22T22:33:25.329517,,,,,,
2025-03-22T22:33:30.330171,,,,,,
2025-03-22T22:33:30.335297,,,,,,
2025-03-22T22:33:35.336294,,,,,,
2025-03-22T22:33:35.336503,,,,,,
2025-03-22T22:33:40.341543,,,,,,
2025-03-22T22:33:40.342065,,,,,,
2025-03-22T22:33:45.808054,,,,,,
2025-03-22T22:33:45.808008,,,,,,
2025-03-22T22:33:50.817307,,,,,,
2025-03-22T22:33:50.830201,,,,,,
2025-03-22T22:33:51.149977,,,,,,
2025-03-22T22:33:51.149349,,,,,,
2025-03-22T22:33:55.822931,,,,,,
2025-03-22T22:33:55.835490,,,,,,
2025-03-22T22:33:56.152844,,,,,,
2025-03-22T22:33:56.156308,,,,,,
2025-03-22T22:34:00.828703,,,,,,
2025-03-22T22:34:00.841523,,,,,,
2025-03-22T22:34:01.158447,,,,,,
2025-03-22T22:34:01.161149,,,,,,
2025-03-22T22:34:05.834839,,,,,,
2025-03-22T22:34:05.846900,,,,,,
2025-03-22T22:34:06.161675,,,,,,
2025-03-22T22:34:06.165645,,,,,,
2025-03-22T22:34:10.840797,,,,,,
2025-03-22T22:34:10.847630,,,,,,
2025-03-22T22:34:11.168769,,,,,,
2025-03-22T22:34:11.170972,,,,,,
2025-03-22T22:34:15.842893,,,,,,
2025-03-22T22:34:15.850094,,,,,,
2025-03-22T22:34:16.171946,,,,,,
2025-03-22T22:34:16.174501,,,,,,
2025-03-22T22:34:20.846373,,,,,,
2025-03-22T22:34:20.852934,,,,,,
2025-03-22T22:34:21.173011,,,,,,
2025-03-22T22:34:21.179883,,,,,,
2025-03-22T22:34:25.848621,,,,,,
2025-03-22T22:34:25.858362,,,,,,
2025-03-22T22:34:26.178589,,,,,,
2025-03-22T22:34:26.181898,,,,,,
2025-03-22T22:34:30.857267,,,,,,
2025-03-22T22:34:30.861916,,,,,,
2025-03-22T22:34:31.181136,,,,,,
2025-03-22T22:34:31.183552,,,,,,
2025-03-22T22:36:31.302364,,,,,,
2025-03-22T22:36:31.296159,,,,,,
2025-03-22T22:36:31.785762,,,,,,
2025-03-22T22:36:31.783912,,,,,,
2025-03-22T22:36:36.306499,,,,,,
2025-03-22T22:36:36.309516,,,,,,
2025-03-22T22:36:36.796055,,,,,,
2025-03-22T22:36:36.795164,,,,,,
2025-03-22T22:36:41.309849,,,,,,
2025-03-22T22:36:41.314132,,,,,,
2025-03-22T22:36:41.802008,,,,,,
2025-03-22T22:36:41.802408,,,,,,
2025-03-22T22:36:46.314807,,,,,,
2025-03-22T22:36:46.320303,,,,,,
2025-03-22T22:36:46.805149,,,,,,
2025-03-22T22:36:46.808252,,,,,,
2025-03-22T22:36:51.319388,,,,,,
2025-03-22T22:36:51.326240,,,,,,
2025-03-22T22:36:51.809774,,,,,,
2025-03-22T22:36:51.809636,,,,,,
2025-03-22T22:36:56.327602,,,,,,
2025-03-22T22:36:56.331388,,,,,,
2025-03-22T22:36:56.814821,,,,,,
2025-03-22T22:36:56.816123,,,,,,
2025-03-22T22:37:01.333302,,,,,,
2025-03-22T22:37:01.336952,,,,,,
2025-03-22T22:37:01.820281,,,,,,
2025-03-22T22:37:01.820401,,,,,,
2025-03-22T22:37:06.334676,,,,,,
2025-03-22T22:37:06.338612,,,,,,
2025-03-22T22:37:06.826030,,,,,,
2025-03-22T22:37:06.827147,,,,,,
2025-03-22T22:37:11.353728,,,,,,
2025-03-22T22:37:11.353324,,,,,,
2025-03-22T22:37:11.830114,,,,,,
